Category,Manufacturer,Medicine_Form,Price,Current_Stock,Quantity_Sold,Supplier_Name,Supplier_Lead_Time,Days_To_Expiry,Season,Month,Is_Festival,Avg_Last_7_Days_Sales,Avg_Last_30_Days_Sales,Safety_Stock,Reorder_Level,Storage_Requirements,Future_Demand
0,5,3,141.9,394,48,2,14,495,2,1,0,44,50,56,57,2,56
1,5,0,410.5,70,44,0,10,389,1,5,0,46,51,63,73,0,55
4,1,3,93.03,463,50,1,5,362,0,7,0,49,56,70,57,2,55
0,3,1,41.1,97,54,1,10,553,1,5,0,50,46,26,55,2,58
1,5,0,410.5,257,26,0,9,885,0,6,0,28,34,70,30,0,30
1,3,1,345.21,376,18,2,7,888,0,7,0,17,16,76,86,2,19
5,4,0,335.8,314,20,3,4,799,2,1,0,25,11,40,42,1,27
5,3,0,219.86,30,52,1,11,669,1,3,0,57,45,30,55,0,57
7,5,3,212.79,290,35,2,9,498,2,2,0,38,27,62,94,2,40
0,3,2,166.96,468,33,4,13,489,1,4,0,38,28,32,43,1,38
2,5,2,325.92,370,41,3,8,1041,1,5,0,37,42,75,39,0,49
7,1,1,357.75,357,8,0,3,590,2,1,0,10,14,21,55,2,11
7,1,3,346.55,208,23,1,3,716,1,4,0,23,23,77,44,0,32
6,2,1,343.08,326,54,0,14,284,2,1,0,58,50,49,66,1,63
5,3,0,219.86,421,35,1,4,771,1,3,0,40,34,25,42,0,41
6,1,2,486.16,122,44,2,6,508,1,5,1,49,35,30,46,1,47
0,4,3,20.27,399,25,2,2,334,0,7,0,25,17,54,88,0,28
6,3,2,356.47,396,49,1,10,822,1,5,0,50,41,22,76,0,48
4,1,1,297.94,100,7,1,4,102,1,4,0,6,16,30,55,1,15
4,0,1,283.65,322,27,1,8,648,2,2,0,22,33,32,61,2,31
2,1,3,267.32,78,16,2,10,816,1,3,1,15,6,60,76,1,19
6,4,1,346.07,245,35,1,4,166,1,4,0,35,33,29,98,1,42
4,4,3,103.44,102,33,4,6,771,2,1,0,32,27,70,56,2,37
3,4,3,204.5,305,36,3,12,677,1,3,0,36,29,73,87,1,36
1,4,3,117.68,292,8,2,5,259,2,2,0,13,13,78,78,1,15
4,2,0,414.69,183,29,2,2,348,1,5,0,27,39,61,87,1,36
0,4,3,20.27,240,14,2,11,76,1,4,0,9,6,72,48,0,12
0,1,2,184.21,53,47,3,10,454,1,4,0,51,47,46,66,1,49
4,2,0,414.69,208,16,2,10,272,0,7,1,21,6,51,58,1,22
0,3,0,49.41,478,37,3,3,403,2,1,1,39,43,51,48,2,41
0,5,2,441.43,94,55,3,9,637,1,4,0,54,46,41,94,1,53
4,5,3,357.54,185,54,3,12,686,1,4,0,58,51,53,88,2,55
6,0,2,302.34,369,33,4,4,653,1,4,1,37,23,72,91,1,38
5,2,3,156.68,490,50,4,5,205,1,3,0,46,47,75,67,1,49
0,5,3,141.9,441,31,2,2,323,0,6,0,30,37,61,97,2,34
4,2,0,414.69,156,34,2,14,526,2,1,1,34,30,22,39,1,33
6,4,3,89.57,51,38,1,14,725,1,3,0,41,44,44,50,0,43
1,2,0,157.34,183,26,2,12,368,0,7,0,24,27,69,52,2,33
7,1,3,94.68,228,16,4,11,742,1,5,0,15,23,23,31,2,19
0,0,2,371.5,166,9,4,4,672,1,5,0,13,14,78,86,0,17
0,0,0,33.93,324,14,3,11,460,1,3,0,19,15,73,98,0,18
5,4,0,457.07,471,7,2,8,122,1,4,0,12,13,77,85,0,16
0,3,0,49.41,385,50,3,5,584,1,5,0,48,53,61,36,2,51
1,2,0,82.18,304,51,1,10,825,1,3,0,50,61,73,93,2,53
2,4,0,53.6,385,42,3,7,229,0,6,0,38,45,47,80,2,41
1,2,2,70.79,477,12,0,12,626,2,2,1,11,2,53,45,2,15
1,5,0,410.5,320,39,0,13,410,1,3,0,40,29,32,97,0,45
1,2,0,157.34,189,55,2,9,112,2,1,0,54,58,79,44,2,56
7,1,1,357.75,46,10,0,5,404,1,5,0,12,11,40,95,2,13
6,0,2,302.34,385,29,4,3,517,2,1,0,25,35,60,78,1,37
0,1,3,112.93,93,54,2,2,773,1,4,0,54,52,43,30,1,57
5,2,3,156.68,192,16,4,14,821,1,3,0,14,7,79,36,1,19
6,5,3,467.69,350,8,2,4,846,1,5,0,13,6,38,30,0,11
5,4,3,241.29,71,52,0,4,125,2,1,0,50,57,39,49,1,60
0,0,2,441.14,416,10,3,13,622,0,7,0,8,1,69,37,1,10
1,1,1,424.58,242,52,1,10,683,2,1,0,52,44,65,75,0,55
6,2,1,259.78,94,42,2,11,294,1,5,0,39,49,46,32,1,45
7,4,0,462.1,462,25,3,2,692,1,3,1,24,22,30,98,2,31
3,0,0,61.98,415,51,4,10,270,1,4,0,48,56,37,36,1,54
2,4,0,450.78,299,45,0,11,350,1,4,0,45,38,78,31,1,49
1,5,2,72.7,218,30,2,13,435,1,5,0,33,28,43,62,1,36
0,3,1,41.1,284,52,1,3,845,1,3,0,50,52,78,34,2,55
7,1,1,362.34,252,47,1,7,568,1,4,1,46,43,69,43,2,51
7,1,3,346.55,446,44,1,9,365,1,3,0,48,40,40,84,0,49
7,3,2,123.69,91,31,0,5,420,0,6,0,26,34,78,87,2,31
0,0,3,259.97,451,26,0,4,845,2,2,0,22,35,55,44,1,27
5,4,0,457.07,65,22,2,13,912,2,1,0,23,24,68,71,0,28
0,2,1,95.12,100,56,0,13,264,2,1,0,60,57,70,60,2,64
4,5,3,346.65,210,30,1,13,782,2,1,0,26,21,78,60,1,35
0,5,2,441.43,103,6,3,9,756,1,5,0,8,1,48,91,1,13
5,0,2,467.1,480,10,1,7,317,1,4,0,6,8,45,77,1,10
1,3,1,345.21,399,34,2,10,827,2,1,0,32,30,51,78,2,38
1,5,0,410.5,365,40,0,8,511,2,2,0,39,34,28,66,0,39
6,1,2,486.16,176,14,2,14,982,2,2,0,17,19,52,80,1,21
0,0,2,441.14,89,36,3,3,770,2,2,0,40,37,31,88,1,46
2,0,0,449.03,117,37,3,10,625,1,3,0,41,43,61,42,1,40
1,4,3,117.68,40,23,2,9,184,2,1,0,19,23,41,55,1,21
2,1,3,56.6,435,53,4,6,671,0,6,0,48,52,25,84,2,59
0,1,2,184.21,156,52,3,4,164,1,5,0,49,61,70,90,1,52
1,2,0,157.34,143,44,2,3,95,0,6,0,49,43,55,31,2,52
4,4,3,425.25,139,42,2,3,852,0,7,0,39,47,31,43,2,43
6,1,2,486.16,130,10,2,12,642,2,1,0,11,11,20,95,1,17
5,0,2,467.1,152,15,1,12,506,2,1,1,16,12,38,94,1,23
7,0,2,397.29,58,48,0,3,583,2,2,1,51,40,61,53,2,48
6,0,2,292.13,331,36,2,7,827,2,2,0,36,37,25,67,0,42
5,4,0,457.07,303,40,2,6,321,1,5,0,38,36,55,30,0,38
3,3,3,348.06,379,47,4,4,184,2,1,1,42,38,79,35,0,46
4,1,1,297.94,461,45,1,12,378,0,6,0,50,46,41,38,1,52
4,1,1,129.97,93,30,2,4,657,0,7,0,28,27,70,61,0,31
6,4,3,89.57,492,26,1,7,783,1,4,0,22,29,71,42,0,26
2,0,0,449.03,31,59,3,7,732,1,3,0,54,59,78,66,1,58
7,1,1,362.34,157,57,1,8,966,2,1,0,59,56,39,58,2,60
2,0,0,277.91,60,25,0,9,336,0,6,0,29,34,41,86,0,36
0,5,2,441.43,332,54,3,7,351,1,3,0,50,49,41,58,1,56
5,4,0,400.21,115,25,0,5,605,0,7,0,25,15,63,54,0,23
4,5,3,357.54,361,34,3,2,228,1,5,0,31,24,37,51,2,35
1,4,3,117.68,135,9,2,5,251,1,3,0,12,16,29,87,1,20
6,0,2,292.13,58,23,2,12,775,1,3,0,28,14,59,94,0,29
2,4,0,450.78,337,15,0,6,843,0,7,0,16,5,35,77,1,13
0,0,2,441.14,126,13,3,5,590,2,2,0,16,22,67,81,1,20
2,1,3,267.32,464,42,2,7,253,2,2,0,37,37,76,86,1,41
2,0,0,277.91,229,13,0,3,265,1,5,0,16,13,37,42,0,15
3,3,3,117.96,216,42,4,4,620,2,2,0,41,33,72,44,2,48
7,5,3,212.79,420,18,2,6,669,2,2,0,18,21,74,96,2,22
0,3,2,166.96,263,29,4,3,100,1,4,0,34,19,64,48,1,36
3,3,3,348.06,320,28,4,10,297,2,2,0,31,30,52,44,0,38
1,1,1,424.58,326,8,1,14,514,2,1,0,12,7,67,49,0,18
4,4,3,103.44,264,9,4,5,627,0,7,0,5,4,54,34,2,14
2,1,3,267.32,162,10,2,9,714,0,6,0,5,7,38,59,1,12
1,5,0,410.5,406,45,0,3,377,1,3,0,40,49,64,60,0,48
1,5,2,72.7,138,31,2,9,580,1,3,0,29,32,58,98,1,31
0,1,2,184.21,126,54,3,2,433,2,1,0,49,47,22,32,1,55
5,4,0,457.07,312,46,2,14,484,1,5,0,48,47,41,97,0,49
0,3,2,282.07,183,19,2,9,657,1,5,0,21,24,29,46,2,27
0,5,2,441.43,204,50,3,11,393,0,7,0,51,49,67,87,1,56
0,0,2,371.5,214,56,4,2,829,1,3,0,54,59,77,81,0,61
2,0,0,277.91,402,22,0,6,308,1,3,0,17,22,23,41,0,29
6,1,3,14.44,433,45,3,6,261,0,7,0,50,36,59,70,1,46
6,4,3,302.46,224,31,4,3,925,1,3,0,27,39,38,50,2,35
1,2,0,82.18,366,18,1,7,700,0,6,0,19,24,78,81,2,19
2,1,0,338.72,265,27,3,3,650,2,1,1,29,37,36,95,2,36
5,2,3,458.29,286,31,0,13,890,1,5,0,34,31,78,30,2,34
4,3,1,437.94,282,12,2,3,894,0,7,0,10,15,30,83,1,15
4,1,1,129.97,261,5,2,9,718,2,1,1,8,2,47,32,0,12
0,3,2,226.22,123,52,4,8,321,1,4,0,49,61,46,81,2,60
6,0,2,302.34,288,28,4,9,268,1,3,0,29,23,70,78,1,36
0,1,3,112.93,102,35,2,2,186,1,5,0,39,31,34,45,1,38
6,2,1,343.08,252,29,0,11,679,2,1,0,25,38,74,72,1,31
4,5,3,357.54,320,39,3,14,410,2,2,0,39,33,41,84,2,39
5,3,0,219.86,116,34,1,10,299,2,2,0,34,35,79,45,0,39
0,1,2,184.21,351,19,3,5,398,1,5,0,14,19,71,31,1,24
1,2,1,446.05,278,42,0,6,720,2,2,0,40,32,49,68,1,40
7,5,3,212.79,225,16,2,4,484,2,2,0,20,9,70,58,2,17
7,1,2,188.49,386,22,4,6,169,1,4,0,24,28,41,73,2,31
3,0,0,61.98,273,38,4,10,383,0,7,0,36,48,52,36,1,39
5,4,0,457.07,62,15,2,6,524,1,4,0,18,23,30,33,0,23
3,4,3,204.5,187,14,3,2,674,1,4,0,15,21,28,35,1,16
3,0,0,61.98,263,48,4,3,828,1,4,0,51,43,47,61,1,56
1,2,0,82.18,34,39,1,7,630,1,4,1,40,45,56,90,2,46
0,0,0,33.93,127,23,3,3,12,1,3,0,18,19,78,62,0,24
6,4,3,302.46,246,54,4,8,192,0,6,0,57,50,50,85,2,55
6,0,2,302.34,390,44,4,4,162,2,2,0,39,37,74,96,1,41
1,2,1,446.05,306,54,0,12,852,0,6,1,57,64,56,69,1,56
2,3,1,405.0,306,35,1,7,241,2,2,0,33,27,35,69,2,41
2,0,2,291.67,292,16,1,13,564,1,3,0,18,6,71,75,1,19
2,1,0,338.72,231,51,3,7,740,0,7,1,49,46,52,58,2,55
7,0,2,397.29,93,9,0,4,214,1,5,0,7,8,46,51,2,13
7,0,2,397.29,405,36,0,4,274,1,3,0,39,43,42,46,2,46
6,3,2,356.47,478,6,1,13,791,1,5,0,5,12,71,94,0,11
0,0,2,371.5,326,55,4,8,303,0,7,0,58,53,56,90,0,60
0,2,1,95.12,309,25,0,5,645,2,2,0,22,18,41,79,2,24
4,4,3,305.04,425,46,3,6,128,0,6,0,43,51,78,70,0,53
1,2,0,82.18,364,47,1,13,965,1,4,0,49,40,40,52,2,50
0,3,1,41.1,246,12,1,10,647,1,4,0,15,12,39,93,2,18
7,1,1,362.34,66,15,1,3,273,2,2,0,12,12,38,81,2,18
6,1,2,486.16,193,38,2,6,286,0,7,0,34,45,46,30,1,41
0,4,1,175.0,199,52,0,12,908,1,4,1,52,54,50,93,1,52
5,2,3,156.68,300,38,4,14,302,0,6,0,33,39,62,60,1,40
0,1,3,112.93,167,45,2,5,483,1,4,0,44,37,78,47,1,50
1,5,2,72.7,147,23,2,8,321,1,4,0,27,18,66,32,1,29
2,1,0,338.72,117,26,3,6,375,2,2,0,29,35,20,78,2,30
5,2,3,156.68,254,50,4,8,653,1,4,0,49,60,47,73,1,54
1,5,0,410.5,472,48,0,7,624,2,1,0,44,53,56,72,0,47
0,0,2,371.5,153,24,4,11,561,1,3,0,21,23,27,69,0,25
0,0,3,259.97,395,39,0,5,89,1,3,0,40,43,64,35,1,40
1,2,0,82.18,319,27,1,3,428,1,4,0,29,29,73,50,2,33
1,3,1,345.21,55,48,2,12,93,1,4,0,48,38,37,43,2,53
2,3,1,405.0,254,5,1,3,247,2,1,0,5,1,72,39,2,8
5,0,2,467.1,129,11,1,6,452,1,4,0,15,12,50,66,1,21
1,2,2,70.79,457,24,0,10,87,1,5,0,21,27,79,77,2,28
5,2,3,156.68,490,53,4,2,347,1,5,0,49,52,46,67,1,53
1,2,1,244.64,170,8,1,12,93,1,4,1,5,10,67,92,1,14
7,1,1,357.75,415,15,0,6,372,1,3,0,19,19,45,36,2,19
5,4,0,335.8,208,41,3,12,419,1,5,0,37,34,76,58,1,44
7,0,2,397.29,455,58,0,9,672,0,6,0,60,51,69,84,2,57
0,4,3,20.27,259,21,2,9,106,1,5,0,23,11,76,74,0,27
2,0,0,277.91,52,12,0,6,291,1,3,0,14,22,29,63,0,15
1,2,0,157.34,227,55,2,11,358,2,2,0,52,60,74,42,2,61
5,4,0,400.21,199,43,0,12,827,0,7,0,39,50,68,45,0,44
4,5,3,357.54,311,44,3,4,395,2,1,0,44,39,23,36,2,50
3,3,3,348.06,356,33,4,11,530,0,6,0,28,31,25,73,0,34
7,1,2,188.49,300,31,4,7,159,2,1,0,30,39,20,88,2,41
7,1,2,188.49,387,36,4,7,678,2,1,0,38,42,44,68,2,37
6,4,3,89.57,165,57,1,11,774,1,4,0,54,57,39,36,0,56
4,1,3,93.03,151,9,1,11,690,1,4,0,14,10,27,99,2,16
6,4,1,346.07,368,29,1,11,379,0,6,0,34,27,25,87,1,33
2,4,0,53.6,182,59,3,7,447,0,7,0,56,59,45,63,2,59
2,1,0,338.72,264,56,3,13,577,1,5,0,60,61,75,78,2,61
2,5,2,325.92,75,40,3,12,291,1,4,0,41,38,74,96,0,45
1,2,1,446.05,236,58,0,13,485,1,5,0,53,54,60,84,1,62
1,2,1,446.05,438,38,0,6,328,1,4,0,39,40,47,35,1,46
0,1,3,112.93,36,8,2,5,449,1,5,0,4,5,62,34,1,11
6,1,2,486.16,111,46,2,10,111,2,1,0,42,39,25,63,1,51
0,0,2,127.2,463,24,3,2,565,0,6,0,26,20,68,52,1,26
6,0,1,444.0,401,35,1,6,212,1,4,1,32,32,22,88,0,37
0,3,2,226.22,234,57,4,12,857,1,5,0,57,65,74,77,2,65
0,3,2,166.96,222,43,4,3,776,1,5,0,48,48,52,79,1,51
3,5,2,26.51,132,10,3,8,88,0,6,1,9,18,71,30,0,15
3,3,3,117.96,183,52,4,7,339,1,3,1,47,58,57,31,2,51
4,0,1,283.65,117,16,1,2,568,2,2,0,15,23,64,97,2,17
6,0,2,302.34,147,55,4,10,751,0,6,0,54,54,35,90,1,61
6,5,3,164.14,278,10,1,11,582,1,3,0,11,17,73,93,1,20
6,1,3,14.44,171,59,3,4,220,1,5,0,60,52,76,54,1,65
2,0,0,277.91,136,14,0,10,347,1,4,0,12,24,56,43,0,24
1,2,1,446.05,418,33,0,10,574,2,2,0,38,31,74,61,1,39
2,3,2,142.33,435,35,2,11,799,0,7,0,39,45,24,37,2,43
0,0,2,371.5,105,54,4,14,478,1,4,0,57,60,68,49,0,57
2,0,3,246.09,298,31,0,14,277,2,1,0,28,32,49,56,0,33
7,1,3,94.68,380,27,4,2,419,1,4,0,30,23,76,56,2,32
0,1,3,112.93,298,8,2,9,714,0,7,0,3,12,21,91,1,7
2,3,1,405.0,69,27,1,13,340,1,4,0,22,17,61,70,2,32
5,2,3,156.68,136,21,4,6,369,2,2,0,22,20,45,60,1,30
4,4,1,82.18,410,41,2,2,421,0,6,0,39,43,56,94,2,43
2,1,0,338.72,478,17,3,2,755,1,3,0,19,17,47,97,2,23
7,1,3,346.55,111,28,1,14,287,1,4,1,28,24,78,83,0,32
6,4,3,302.46,478,44,4,4,487,0,6,0,46,37,64,52,2,52
0,0,2,127.2,178,14,3,11,586,2,1,0,15,10,24,94,1,17
2,5,3,53.22,361,14,2,6,193,1,3,0,12,23,63,54,0,23
5,3,0,219.86,170,43,1,12,279,1,5,0,41,45,25,45,0,47
5,1,0,477.89,99,8,4,3,568,0,6,0,3,2,28,91,0,11
4,1,1,297.94,113,7,1,11,213,0,6,1,4,16,23,57,1,13
5,4,0,400.21,471,6,0,11,536,1,5,1,9,1,41,33,0,11
0,3,2,166.96,224,43,4,2,703,1,5,0,38,45,70,32,1,41
7,4,0,462.1,346,52,3,12,357,2,1,0,56,62,40,69,2,61
6,2,1,343.08,367,52,0,6,893,2,2,1,53,60,43,71,1,61
5,2,3,156.68,173,19,4,5,894,0,6,0,16,18,29,96,1,25
4,5,3,357.54,499,49,3,3,444,2,1,1,52,47,71,38,2,54
6,3,2,356.47,209,59,1,13,899,0,6,0,64,64,22,71,0,62
7,1,2,188.49,400,9,4,4,515,0,7,0,14,5,27,43,2,11
2,1,3,366.0,398,55,4,6,301,2,2,0,51,56,70,98,0,54
2,0,0,449.03,34,27,3,10,417,1,4,0,31,21,24,81,1,31
6,0,2,292.13,217,13,2,9,726,0,6,0,17,12,28,65,0,21
0,3,2,166.96,194,9,4,7,378,1,5,0,9,1,25,77,1,7
7,1,1,362.34,249,18,1,3,600,1,4,1,13,18,51,88,2,24
5,2,3,458.29,193,43,0,14,53,1,4,0,47,40,75,37,2,48
6,0,2,302.34,180,26,4,12,887,1,3,0,25,20,39,77,1,24
7,1,3,346.55,167,49,1,8,596,0,7,1,49,41,62,48,0,54
7,1,2,188.49,300,15,4,2,465,1,5,0,11,14,23,37,2,13
0,4,1,175.0,32,41,0,8,909,2,2,0,43,44,34,56,1,46
4,4,3,425.25,36,15,2,10,518,2,2,0,17,24,25,77,2,21
7,5,3,212.79,138,11,2,11,872,1,4,1,14,18,60,73,2,20
1,2,2,70.79,448,21,0,4,89,2,1,0,24,18,35,60,2,28
2,0,3,246.09,169,18,0,12,881,1,5,0,21,17,74,75,0,26
0,3,2,226.22,485,59,4,2,413,2,2,0,55,68,36,73,2,68
6,5,3,467.69,190,56,2,4,114,2,1,0,53,60,46,94,0,63
4,1,1,297.94,90,31,1,12,382,0,6,0,35,27,48,63,1,38
2,4,0,53.6,106,29,3,2,514,2,1,0,28,39,29,97,2,38
0,4,3,20.27,148,50,2,3,576,1,5,0,48,56,62,97,0,53
4,4,3,425.25,350,15,2,14,213,1,4,0,11,23,30,62,2,22
4,4,3,425.25,206,47,2,7,236,1,5,0,49,44,59,54,2,50
1,2,0,82.18,494,57,1,9,560,1,5,0,54,63,55,71,2,62
1,2,0,157.34,133,13,2,4,230,1,3,0,11,5,20,45,2,19
4,1,1,129.97,388,44,2,8,380,1,5,0,45,49,26,42,0,45
0,0,2,127.2,132,57,3,12,469,0,7,0,52,63,36,72,1,64
2,2,1,323.23,133,58,4,8,658,1,3,0,55,52,25,84,1,58
1,2,2,70.79,58,23,0,6,668,1,3,0,19,30,73,91,2,32
5,4,3,241.29,255,5,0,5,306,1,3,0,9,12,46,97,1,11
2,0,1,362.36,168,7,2,14,685,1,5,0,8,5,21,88,2,15
5,4,0,400.21,183,45,0,4,524,1,3,0,40,54,72,45,0,54
3,0,0,61.98,103,35,4,12,279,2,2,0,40,36,65,60,1,44
0,0,2,127.2,66,19,3,10,344,0,6,0,15,10,41,40,1,25
2,5,3,53.22,214,16,2,5,359,1,5,0,13,22,42,51,0,25
5,4,0,335.8,397,49,3,13,923,2,2,0,54,42,62,83,1,49
2,4,0,450.78,285,7,0,10,185,0,6,0,6,10,34,80,1,16
5,3,0,219.86,199,42,1,13,328,2,1,0,46,46,40,50,0,52
0,3,2,282.07,87,37,2,12,666,2,2,0,39,38,68,46,2,39
2,4,0,319.2,308,35,2,11,488,2,2,0,31,33,49,96,0,39
2,0,2,398.04,143,16,0,10,493,1,5,0,11,10,33,88,0,16
2,1,0,338.72,446,45,3,13,540,1,3,0,43,38,66,75,2,48
5,4,2,156.72,154,56,2,5,684,1,5,0,55,50,41,89,1,56
4,4,1,82.18,449,37,2,8,699,2,2,0,35,27,66,48,2,35
0,0,2,441.14,196,20,3,3,307,1,3,0,17,21,75,81,1,21
0,3,2,282.07,438,37,2,6,223,0,6,0,36,38,71,62,2,38
2,0,2,398.04,195,50,0,11,493,0,6,0,55,55,35,77,0,55
1,2,0,82.18,237,39,1,3,547,2,1,0,40,39,26,59,2,43
3,0,0,61.98,384,33,4,11,655,0,6,0,38,23,23,57,1,33
5,4,3,241.29,302,12,0,14,670,2,1,1,17,2,45,31,1,11
2,0,3,246.09,341,10,0,7,95,0,7,0,15,1,48,47,0,16
5,0,0,293.32,467,45,1,14,316,1,5,0,49,53,23,85,2,56
0,3,1,41.1,328,45,1,13,419,0,6,0,50,52,61,53,2,47
3,3,3,117.96,180,32,4,6,405,2,1,0,31,42,34,46,2,34
0,0,0,33.93,260,49,3,4,227,0,7,1,46,58,29,43,0,57
2,4,0,450.78,301,48,0,7,879,0,6,0,43,52,76,66,1,54
6,4,3,302.46,438,37,4,7,325,2,2,0,37,47,25,87,2,43
2,5,3,53.22,41,17,2,10,554,2,1,0,18,13,57,74,0,20
1,4,3,117.68,147,50,2,10,686,1,5,0,55,52,43,41,1,59
5,4,0,457.07,43,40,2,11,359,1,4,0,35,35,58,82,0,42
7,1,1,357.75,238,22,0,12,443,1,4,0,19,28,44,43,2,26
5,2,3,458.29,472,37,0,5,232,1,3,0,32,38,46,47,2,41
2,0,2,398.04,120,8,0,5,368,1,3,1,3,18,56,50,0,17
2,0,2,398.04,444,23,0,12,280,2,1,0,22,22,44,77,0,27
6,1,3,14.44,173,31,3,10,497,1,3,0,33,34,55,39,1,37
5,0,0,293.32,327,23,1,7,641,1,3,0,25,19,42,34,2,22
0,0,0,33.93,94,42,3,10,595,1,5,1,43,45,20,67,0,43
7,3,2,123.69,223,33,0,2,392,1,3,0,31,28,27,58,2,33
4,4,1,82.18,457,37,2,12,414,0,7,0,42,34,79,66,2,44
6,2,1,259.78,287,23,2,3,735,1,5,0,25,16,36,37,1,22
7,1,3,346.55,301,19,1,2,536,1,5,0,21,10,23,87,0,22
4,0,1,283.65,461,54,1,12,776,2,1,0,56,51,75,79,2,62
0,2,1,95.12,331,43,0,5,208,2,2,0,46,34,56,60,2,42
3,0,0,61.98,376,48,4,14,567,0,7,0,47,44,27,65,1,49
2,1,3,56.6,152,47,4,9,449,1,3,1,42,48,47,48,2,50
0,0,0,33.93,143,54,3,3,461,1,3,0,50,48,24,44,0,58
1,5,2,72.7,456,8,2,9,357,2,1,0,8,4,48,67,1,7
0,0,0,33.93,315,33,3,13,773,1,4,0,30,34,31,98,0,35
7,1,1,362.34,129,37,1,9,616,0,6,0,42,34,24,90,2,44
4,5,3,346.65,57,44,1,12,575,1,4,0,44,42,25,51,1,51
1,2,1,244.64,415,18,1,7,518,2,1,0,14,18,53,67,1,22
7,1,1,362.34,281,32,1,9,459,1,5,0,28,23,79,32,2,29
5,1,0,477.89,399,36,4,11,517,1,3,0,38,31,65,98,0,36
2,1,3,366.0,422,27,4,4,176,0,6,0,24,26,35,54,0,27
0,3,0,49.41,441,36,3,7,864,1,3,0,36,28,73,35,2,34
0,4,3,20.27,480,19,2,5,408,2,1,0,20,11,66,45,0,18
3,5,2,26.51,348,18,3,7,356,2,1,0,13,16,31,31,0,16
3,4,3,204.5,299,5,3,14,654,2,2,0,8,14,33,80,1,13
6,0,2,292.13,285,37,2,7,727,1,3,0,42,29,57,35,0,45
6,0,2,302.34,120,12,4,7,230,1,5,0,12,22,32,78,1,20
5,2,3,156.68,265,11,4,14,373,1,3,0,7,19,68,40,1,19
0,0,0,33.93,463,24,3,6,327,2,1,0,20,20,20,53,0,22
3,5,2,26.51,72,14,3,14,644,0,7,0,17,5,20,71,0,22
0,0,0,33.93,346,57,3,8,396,0,6,1,61,53,33,65,0,64
5,4,0,335.8,165,44,3,7,867,0,6,0,48,51,31,45,1,53
6,1,3,14.44,420,32,3,3,705,1,4,0,28,36,59,90,1,32
7,1,1,362.34,220,33,1,10,436,2,2,0,37,24,49,60,2,37
7,4,0,462.1,221,23,3,3,405,2,2,0,19,30,33,98,2,32
7,1,2,188.49,491,33,4,12,467,0,7,0,34,30,36,76,2,34
5,4,0,457.07,197,47,2,3,295,2,2,0,49,45,70,68,0,52
4,0,1,283.65,407,9,1,6,946,1,4,0,14,9,43,73,2,12
2,5,3,53.22,418,50,2,14,445,2,2,0,52,41,78,65,0,51
0,0,2,127.2,218,32,3,4,652,2,2,0,35,41,57,79,1,39
1,1,1,424.58,472,25,1,6,362,0,6,0,30,22,30,44,0,26
4,4,3,103.44,488,35,4,7,247,2,2,0,36,44,29,95,2,40
5,2,3,458.29,490,24,0,13,321,1,3,0,21,26,25,43,2,25
7,1,2,188.49,150,25,4,14,684,0,6,0,28,31,23,86,2,34
0,5,3,141.9,290,30,2,9,642,0,6,1,27,40,76,63,2,36
6,2,1,259.78,484,33,2,7,305,2,1,1,36,41,77,97,1,39
0,0,0,33.93,365,49,3,14,524,0,6,0,54,49,66,35,0,58
2,5,3,53.22,172,21,2,6,768,1,3,0,23,14,62,51,0,28
0,0,3,259.97,438,42,0,12,200,1,4,0,45,50,72,63,1,51
6,4,3,89.57,480,31,1,10,787,1,3,0,26,22,51,70,0,31
3,3,3,117.96,468,29,4,7,738,1,3,0,33,37,20,98,2,33
4,1,1,129.97,466,26,2,5,138,2,2,1,22,36,67,78,0,28
2,0,3,246.09,214,5,0,13,220,2,2,0,1,5,77,69,0,8
1,3,1,345.21,48,29,2,4,139,1,4,1,31,28,70,92,2,35
5,1,0,477.89,97,8,4,8,290,1,3,0,3,4,53,97,0,6
2,0,2,291.67,190,10,1,6,319,1,3,1,7,11,56,73,1,12
3,0,0,61.98,429,41,4,11,439,1,4,0,43,41,37,65,1,50
1,4,3,117.68,482,36,2,11,487,1,4,0,36,45,49,93,1,41
7,1,2,188.49,237,50,4,4,546,0,6,0,52,43,21,30,2,49
2,5,2,325.92,337,48,3,2,421,2,1,0,46,42,74,77,0,46
6,5,3,467.69,112,42,2,14,303,2,2,0,38,40,71,88,0,42
0,3,2,282.07,343,50,2,5,484,2,2,0,45,48,74,64,2,57
7,1,3,346.55,320,11,1,2,434,2,2,0,14,8,72,33,0,14
4,3,1,437.94,291,33,2,2,522,0,7,0,28,29,25,73,1,38
7,1,1,362.34,210,23,1,7,773,1,4,0,24,17,79,55,2,29
7,5,3,212.79,249,26,2,6,731,2,1,0,30,31,54,48,2,31
6,2,1,343.08,362,59,0,13,515,1,5,0,62,64,64,92,1,65
4,5,3,346.65,408,59,1,14,643,0,7,0,58,66,46,79,1,63
2,0,1,362.36,343,28,2,2,391,1,5,0,33,21,53,79,2,37
0,3,2,282.07,351,26,2,3,595,2,1,0,29,17,47,90,2,29
2,0,3,246.09,153,40,0,7,528,1,3,0,35,49,77,65,0,48
7,0,2,397.29,407,57,0,3,746,0,7,0,61,61,33,46,2,60
6,4,0,408.86,476,7,1,3,769,2,1,0,5,12,36,74,2,12
5,2,3,458.29,47,14,0,14,866,1,5,0,18,20,20,96,2,16
